Zipcode,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate,White,Black or African American,Asian,American Indian and Alaska Native,Hawaiian and Other Pacific Islander,Two or More Mixed,Other
07022,13988.0,36.9,48532.0,24489.0,2117,15.13440091507006,9901.0,315.0,829.0,0,0,289.0,2654.0
07023,7390.0,39.6,127348.0,46775.0,40,0.5412719891745602,6417.0,366.0,279.0,0,0,259.0,69.0
07024,35607.0,45.3,71949.0,46064.0,3282,9.217288735361025,19293.0,835.0,13886.0,49,0,817.0,727.0
07026,30797.0,35.2,48715.0,21906.0,4297,13.952657726401922,26617.0,2071.0,515.0,18,0,517.0,1059.0
07027,4239.0,37.2,83365.0,38553.0,109,2.5713611700872847,3797.0,29.0,214.0,0,0,17.0,182.0
07028,7648.0,39.8,166558.0,71473.0,229,2.9942468619246863,6484.0,466.0,304.0,0,0,187.0,207.0
07029,16496.0,33.2,53051.0,24379.0,2943,17.840688651794373,7140.0,136.0,2992.0,44,0,387.0,5797.0
07030,50929.0,31.2,107366.0,70609.0,5816,11.41981974906242,43344.0,1852.0,3574.0,25,21,1598.0,515.0
07031,15492.0,41.2,77750.0,34636.0,1139,7.352181771236768,13159.0,191.0,1750.0,11,0,140.0,241.0
07032,41123.0,37.2,61782.0,25936.0,4111,9.996838752036574,25050.0,1142.0,2163.0,61,0,1011.0,11696.0
07033,7977.0,40.4,92310.0,33914.0,439,5.503322050896327,6848.0,374.0,298.0,0,0,101.0,356.0
07034,9763.0,38.2,80283.0,33296.0,425,4.353170132131517,6614.0,349.0,2380.0,57,0,348.0,15.0
07035,10609.0,45.8,82895.0,36922.0,400,3.7703836365350174,9249.0,392.0,702.0,0,0,76.0,190.0
07036,42231.0,39.6,61004.0,27838.0,3834,9.07863891454145,24472.0,11172.0,869.0,17,0,1177.0,4524.0
07039,29437.0,43.5,134320.0,59665.0,737,2.5036518666983727,22254.0,347.0,6376.0,0,0,339.0,121.0
07040,24021.0,37.8,113837.0,51141.0,957,3.9840139877607093,14485.0,7714.0,716.0,9,0,823.0,274.0
07041,7199.0,38.3,108191.0,51967.0,196,2.7226003611612724,5561.0,293.0,1040.0,0,0,87.0,218.0
07042,25479.0,38.0,79525.0,51588.0,1898,7.4492719494485655,13890.0,8810.0,1012.0,40,0,1008.0,719.0
07043,12861.0,38.7,162151.0,72770.0,397,3.0868517222610996,11414.0,648.0,486.0,7,0,246.0,60.0
07044,13775.0,44.8,99810.0,52178.0,299,2.17059891107078,12168.0,485.0,685.0,0,0,329.0,108.0
07045,9742.0,45.9,108824.0,59597.0,274,2.8125641552042704,8436.0,119.0,947.0,0,0,240.0,0.0
07046,4218.0,42.4,166944.0,79182.0,84,1.9914651493598863,3644.0,0.0,484.0,0,0,83.0,7.0
07047,61434.0,36.2,52908.0,25814.0,8582,13.969463163720416,43469.0,1917.0,3853.0,39,0,2100.0,10056.0
07050,30062.0,35.0,34965.0,18980.0,6556,21.808262923291863,2621.0,22372.0,298.0,27,0,512.0,4232.0
07052,46386.0,40.6,87826.0,42879.0,3378,7.28236968050705,28105.0,11817.0,3254.0,81,0,1408.0,1721.0
07054,29101.0,40.7,78253.0,37884.0,1340,4.604652761073503,16873.0,1218.0,9713.0,0,0,790.0,507.0
07055,70215.0,28.9,32104.0,14872.0,21121,30.080467136651713,31822.0,8127.0,2294.0,632,32,2867.0,24441.0
07057,11432.0,39.0,52451.0,28422.0,1152,10.076976906927921,9893.0,370.0,700.0,10,0,308.0,151.0
07058,6163.0,36.5,103798.0,42943.0,226,3.667045270160636,4249.0,13.0,1787.0,0,0,114.0,0.0
07059,15574.0,43.3,149053.0,66745.0,382,2.4528059586490305,12587.0,113.0,2275.0,74,0,177.0,348.0
07060,44793.0,33.8,53800.0,23487.0,8719,19.465094992521152,12944.0,13687.0,1301.0,0,34,794.0,16033.0
07062,12571.0,37.7,61943.0,25745.0,2251,17.906292259963408,2523.0,7026.0,609.0,0,0,249.0,2164.0
07063,14552.0,33.4,68075.0,21768.0,2233,15.344969763606377,3277.0,5416.0,238.0,57,0,310.0,5254.0
07064,3469.0,43.4,70909.0,28148.0,231,6.65897953300663,3016.0,245.0,144.0,0,0,20.0,44.0
07065,27701.0,38.4,58101.0,28095.0,3013,10.876863651131728,13912.0,8583.0,980.0,0,0,754.0,3472.0
07066,14882.0,43.9,98990.0,40580.0,572,3.843569412713345,14046.0,95.0,424.0,0,0,58.0,259.0
07067,17792.0,41.1,88714.0,36653.0,649,3.647706834532374,14640.0,1035.0,1674.0,42,0,250.0,151.0
07068,5813.0,46.6,109325.0,61644.0,90,1.5482539136418372,5190.0,111.0,366.0,0,0,89.0,57.0
07069,6130.0,46.9,107861.0,69724.0,211,3.442088091353997,5057.0,159.0,755.0,0,0,159.0,0.0
07070,18201.0,38.7,85784.0,40768.0,1101,6.049118180319763,14193.0,728.0,2673.0,5,0,391.0,211.0
07071,20841.0,40.2,71910.0,34176.0,1459,7.000623770452473,18173.0,277.0,1426.0,8,0,470.0,487.0
07072,6155.0,43.0,64954.0,32872.0,405,6.580016246953696,4833.0,27.0,702.0,18,0,93.0,482.0
07073,9091.0,38.0,68965.0,37287.0,674,7.413925860741393,5750.0,204.0,2373.0,0,0,357.0,407.0
07074,2729.0,45.9,50673.0,30323.0,195,7.1454745327958955,2295.0,24.0,169.0,0,0,83.0,158.0
07075,8071.0,43.5,96000.0,38548.0,440,5.45161690001239,6968.0,17.0,881.0,0,0,55.0,150.0
07076,23561.0,41.5,109872.0,52297.0,410,1.740163830058147,17872.0,3082.0,2232.0,21,0,289.0,65.0
07077,2561.0,40.3,82593.0,32520.0,46,1.7961733697774307,1860.0,517.0,119.0,0,0,37.0,28.0
07078,12912.0,40.9,223214.0,103908.0,337,2.6099752168525403,10656.0,96.0,1831.0,13,0,285.0,31.0
07079,16435.0,35.7,124213.0,52371.0,1099,6.6869485853361725,10775.0,4134.0,1010.0,11,0,439.0,66.0
07080,23543.0,41.0,88980.0,36245.0,905,3.8440300726330543,15834.0,2350.0,3676.0,12,14,726.0,931.0
07081,16249.0,44.0,92120.0,47427.0,987,6.074219951997046,13318.0,864.0,1634.0,0,0,149.0,284.0
07082,5107.0,45.9,129432.0,59216.0,169,3.309183473663599,4377.0,33.0,683.0,0,0,14.0,0.0
07083,53503.0,41.8,77393.0,34304.0,3127,5.844532082313141,29480.0,13339.0,5313.0,298,158,809.0,4106.0
07086,12829.0,36.8,72717.0,48129.0,1050,8.18458180684387,8907.0,942.0,1317.0,0,0,334.0,1329.0
07087,67566.0,34.0,40903.0,19559.0,16325,24.16156054820472,45623.0,3185.0,1608.0,499,0,1824.0,14827.0
07088,3412.0,42.0,45625.0,23163.0,441,12.924970691676435,465.0,2830.0,99.0,0,0,18.0,0.0
07090,30599.0,40.6,132460.0,64941.0,807,2.637341089578091,26942.0,1259.0,1619.0,24,0,470.0,285.0
07092,6763.0,45.6,129306.0,65467.0,356,5.263936123022328,6021.0,371.0,289.0,0,0,34.0,48.0
07093,61919.0,35.7,47299.0,26871.0,12226,19.745150922980024,36099.0,2622.0,3851.0,646,88,3433.0,15180.0
07094,17106.0,41.6,85392.0,40553.0,1438,8.40640710861686,11280.0,653.0,3647.0,0,63,767.0,696.0
07095,20722.0,35.0,80235.0,33466.0,1114,5.375928964385677,12775.0,1799.0,4531.0,8,0,771.0,838.0
07102,12922.0,30.1,22734.0,14085.0,4696,36.34112366506733,3407.0,6574.0,793.0,13,0,440.0,1695.0
07103,30432.0,29.1,27459.0,14843.0,10809,35.51853312302839,3653.0,23104.0,461.0,56,0,1131.0,2027.0
07104,50813.0,31.7,34998.0,17132.0,13864,27.28435636549702,21047.0,12781.0,929.0,325,8,7117.0,8606.0
07105,50466.0,34.2,41959.0,18174.0,9896,19.609241865810645,26602.0,5761.0,388.0,251,42,4704.0,12718.0
07106,30675.0,33.4,40067.0,20745.0,6931,22.594947025264872,1303.0,25913.0,725.0,131,0,851.0,1752.0
07107,37788.0,31.4,32057.0,15826.0,11314,29.94072192230338,10651.0,15648.0,583.0,67,348,1768.0,8723.0
07108,24053.0,29.9,27616.0,15502.0,8986,37.35916517690101,1273.0,21402.0,93.0,20,0,235.0,1030.0
07109,35973.0,37.8,65654.0,29215.0,2446,6.7995441025213355,20568.0,2909.0,4964.0,112,0,1297.0,6123.0
07110,28384.0,41.8,85082.0,39696.0,1673,5.894165727170237,23291.0,824.0,2890.0,0,0,691.0,688.0
07111,54144.0,34.1,37485.0,19083.0,11931,22.035682624113477,3637.0,46633.0,513.0,17,24,702.0,2618.0
07112,25935.0,34.6,39271.0,19570.0,5659,21.819934451513397,219.0,24361.0,95.0,27,0,293.0,940.0
07114,14352.0,33.1,19639.0,11993.0,5077,35.37486064659978,3598.0,7882.0,22.0,54,12,258.0,2526.0
07201,24719.0,32.1,41505.0,18017.0,4230,17.112342732311177,9689.0,7047.0,105.0,4,0,319.0,7555.0
07202,42177.0,33.3,43534.0,18502.0,7065,16.75083576356782,24861.0,5516.0,982.0,87,119,871.0,9741.0
07203,21212.0,40.2,48821.0,24786.0,2855,13.459362624929286,5278.0,11721.0,1099.0,0,0,273.0,2841.0
07204,13384.0,39.2,60308.0,30693.0,754,5.6335923490735205,8474.0,869.0,1364.0,84,0,414.0,2179.0
07205,21538.0,38.2,58333.0,26187.0,3167,14.704243662364194,6386.0,12831.0,385.0,20,20,180.0,1716.0
07206,26860.0,29.5,45414.0,16274.0,5765,21.463142218912882,9954.0,5452.0,36.0,73,0,526.0,10819.0
07208,32132.0,34.5,45927.0,22926.0,5620,17.4903522967758,19178.0,6765.0,1099.0,139,0,580.0,4371.0
07302,37472.0,33.6,98952.0,61093.0,3619,9.657877882152007,21346.0,3445.0,10445.0,38,8,1317.0,873.0
07304,40750.0,35.5,44104.0,23645.0,8927,21.906748466257667,10529.0,16382.0,7063.0,279,0,824.0,5673.0
07305,63033.0,34.3,49894.0,25556.0,12927,20.508305173480558,12855.0,32785.0,9786.0,227,0,2274.0,5106.0
07306,53767.0,32.5,46312.0,24047.0,11774,21.898190339799505,23717.0,8455.0,17645.0,287,0,1675.0,1988.0
07307,43283.0,32.9,54498.0,26198.0,6774,15.650486334126562,16193.0,3817.0,8030.0,352,26,1232.0,13633.0
07310,12644.0,30.9,133636.0,68521.0,1785,14.117367921543815,3391.0,684.0,7779.0,23,3,439.0,325.0
07311,435.0,33.1,219643.0,172437.0,0,0.0,249.0,12.0,174.0,0,0,0.0,0.0
07401,6595.0,41.8,131441.0,55554.0,264,4.00303260045489,5715.0,67.0,779.0,0,0,8.0,26.0
07403,7693.0,38.9,71526.0,32143.0,579,7.526322630963214,7270.0,12.0,306.0,0,0,45.0,60.0
07405,17809.0,41.5,104085.0,50371.0,511,2.869335729125723,16667.0,28.0,711.0,50,0,136.0,217.0
07407,19685.0,38.6,62457.0,29582.0,1762,8.950977901955804,15845.0,891.0,1522.0,14,0,569.0,844.0
07410,32659.0,41.8,95808.0,42275.0,1481,4.5347377445727055,26077.0,713.0,3930.0,63,0,567.0,1309.0
07416,5952.0,41.3,66793.0,29833.0,526,8.83736559139785,5604.0,121.0,108.0,0,0,93.0,26.0
07417,10655.0,45.7,149671.0,82399.0,265,2.4870952604411074,9264.0,64.0,785.0,0,0,341.0,201.0
07418,2065.0,43.9,91458.0,43837.0,84,4.067796610169491,1981.0,50.0,5.0,0,0,17.0,12.0
07419,8800.0,44.4,77739.0,37872.0,434,4.931818181818182,8269.0,119.0,197.0,27,0,156.0,32.0
07420,4517.0,41.9,79000.0,30769.0,189,4.184193048483507,3769.0,78.0,532.0,0,0,66.0,72.0
07421,7072.0,42.9,89113.0,36258.0,389,5.500565610859729,6933.0,49.0,10.0,0,0,66.0,14.0
07422,6308.0,40.7,84646.0,33897.0,347,5.500951173113506,6106.0,84.0,19.0,0,0,87.0,12.0
07423,4109.0,41.4,165827.0,76235.0,30,0.7301046483329278,3545.0,11.0,403.0,0,0,150.0,0.0
07424,26416.0,41.7,75079.0,34610.0,1739,6.58313143549364,22240.0,930.0,1495.0,20,0,523.0,1208.0
07430,26042.0,42.8,100781.0,50148.0,830,3.1871592043621844,21490.0,849.0,2378.0,86,17,833.0,389.0
07432,7180.0,41.7,81373.0,43757.0,175,2.437325905292479,6546.0,49.0,299.0,5,0,160.0,121.0
07435,2267.0,41.4,96979.0,49447.0,141,6.219673577415086,2202.0,0.0,25.0,0,0,24.0,16.0
07436,12830.0,40.0,117742.0,43755.0,331,2.579890880748246,12003.0,61.0,489.0,39,0,198.0,40.0
07438,11566.0,41.2,102452.0,39683.0,376,3.250907833304513,11128.0,86.0,89.0,0,0,205.0,58.0
07439,2399.0,42.2,77132.0,31699.0,81,3.3764068361817423,2336.0,3.0,34.0,4,0,9.0,13.0
07440,4862.0,42.7,91756.0,37722.0,81,1.6659810777457835,4697.0,11.0,87.0,0,0,59.0,8.0
07442,11126.0,39.8,92033.0,35734.0,557,5.006291569297142,9949.0,33.0,894.0,23,0,92.0,135.0
07444,10675.0,47.8,84196.0,45600.0,404,3.7845433255269323,10098.0,71.0,242.0,0,0,221.0,43.0
07446,14570.0,43.4,120883.0,61666.0,401,2.7522306108442005,13198.0,22.0,1013.0,141,0,62.0,134.0
07450,25175.0,41.1,142358.0,70085.0,996,3.9563058589870903,19904.0,425.0,3747.0,0,12,652.0,435.0
07452,11699.0,41.0,160417.0,66241.0,300,2.56432173690059,10020.0,286.0,1054.0,0,0,227.0,112.0
07456,12273.0,41.7,103038.0,37960.0,577,4.701377006436894,11572.0,103.0,158.0,271,0,124.0,45.0
07457,3798.0,37.7,84924.0,45715.0,69,1.8167456556082149,3670.0,0.0,105.0,0,0,5.0,18.0
07458,11420.0,44.6,161314.0,79871.0,331,2.8984238178633976,9862.0,230.0,1199.0,0,0,129.0,0.0
07460,3543.0,39.9,89899.0,36257.0,66,1.8628281117696868,3470.0,42.0,7.0,0,0,24.0,0.0
07461,19416.0,42.1,84470.0,33599.0,1066,5.490317264112073,18366.0,300.0,321.0,7,0,308.0,114.0
07462,7130.0,35.6,77909.0,32487.0,673,9.43899018232819,6661.0,93.0,51.0,0,0,139.0,186.0
07463,9704.0,41.3,108180.0,43127.0,297,3.0605935696619953,8760.0,94.0,644.0,0,0,91.0,115.0
07465,6625.0,47.7,95459.0,38957.0,176,2.6566037735849055,6027.0,73.0,92.0,0,0,338.0,95.0
07470,54849.0,43.2,103170.0,44665.0,1840,3.354664624696895,47535.0,1387.0,4696.0,8,0,435.0,788.0
07480,16881.0,43.9,99083.0,39694.0,492,2.914519282033055,16297.0,31.0,215.0,87,0,134.0,117.0
07481,16807.0,44.1,142128.0,68209.0,335,1.9932171119176534,15569.0,43.0,988.0,0,0,150.0,57.0
07495,0.0,-666666666.0,-666666666.0,-666666666.0,0,,0.0,0.0,0.0,0,0,0.0,0.0
07501,31509.0,30.8,24321.0,11594.0,12189,38.68418547081786,12709.0,9592.0,1284.0,107,12,3221.0,4584.0
07502,14685.0,34.3,52831.0,21388.0,3053,20.789921688798092,7794.0,2921.0,1899.0,0,0,675.0,1396.0
07503,19960.0,31.7,36257.0,15965.0,4830,24.198396793587175,14454.0,1327.0,714.0,22,0,1023.0,2420.0
07504,12866.0,34.8,49334.0,20000.0,1989,15.45935022540028,3718.0,7826.0,19.0,0,0,416.0,887.0
07505,2376.0,36.8,28167.0,18666.0,820,34.51178451178451,1111.0,630.0,39.0,7,0,58.0,531.0
07506,18868.0,41.1,79203.0,37538.0,1183,6.269874920500318,17722.0,326.0,368.0,0,0,96.0,356.0
07508,22671.0,39.2,71741.0,31730.0,1554,6.854571920074103,17286.0,2376.0,1079.0,152,0,432.0,1346.0
07512,10833.0,45.0,80042.0,32965.0,819,7.560232622542232,9047.0,297.0,572.0,0,0,238.0,679.0
07513,11903.0,33.7,43668.0,17260.0,1884,15.827942535495254,6331.0,2476.0,1.0,0,0,777.0,2318.0
07514,18738.0,34.5,34779.0,17392.0,5401,28.823780552887182,6868.0,9625.0,0.0,24,0,886.0,1335.0
07522,20869.0,29.3,26866.0,14210.0,7487,35.87617997987446,7963.0,8221.0,1518.0,27,11,652.0,2477.0
07524,13014.0,28.9,30920.0,14521.0,4322,33.21038881204856,6117.0,3342.0,150.0,62,0,1179.0,2164.0
07601,43466.0,39.5,54091.0,30736.0,7202,16.56927253485483,18501.0,10093.0,4631.0,336,0,1041.0,8864.0
07603,8231.0,38.7,77821.0,31670.0,727,8.832462641234358,5311.0,395.0,1048.0,0,0,293.0,1184.0
07604,11896.0,43.5,90880.0,39224.0,742,6.2373907195696034,10654.0,183.0,869.0,0,0,94.0,96.0
07605,9060.0,41.9,78693.0,42345.0,834,9.205298013245033,4683.0,236.0,3413.0,21,0,497.0,210.0
07606,2371.0,39.4,68750.0,33300.0,108,4.555040067482075,1706.0,203.0,124.0,0,0,60.0,278.0
07607,9609.0,41.3,86368.0,37214.0,724,7.534602976376314,7471.0,372.0,1066.0,0,0,256.0,444.0
07608,92.0,43.3,82321.0,30658.0,10,10.869565217391305,59.0,0.0,0.0,0,0,3.0,30.0
07620,1861.0,50.3,144063.0,98730.0,78,4.1912950026867275,1311.0,48.0,474.0,4,0,24.0,0.0
07621,26911.0,40.3,79745.0,33293.0,2305,8.565270707145777,13794.0,1524.0,6283.0,8,0,988.0,4314.0
07624,8449.0,42.9,119606.0,50016.0,318,3.7637590247366552,5515.0,158.0,2684.0,14,0,44.0,34.0
07626,8530.0,44.8,99306.0,55482.0,336,3.939038686987104,6492.0,20.0,1882.0,24,13,64.0,35.0
07627,4904.0,44.7,138631.0,67070.0,115,2.3450244698205545,3513.0,12.0,1255.0,0,0,89.0,35.0
07628,17600.0,41.5,88480.0,36767.0,648,3.6818181818181817,13216.0,240.0,2989.0,42,0,343.0,770.0
07630,7443.0,44.5,103558.0,38673.0,539,7.241703614134086,6436.0,190.0,472.0,0,0,187.0,158.0
07631,27211.0,37.4,71503.0,43574.0,3102,11.399801550843408,10945.0,9196.0,3232.0,135,27,678.0,2998.0
07632,5409.0,48.1,113802.0,61670.0,375,6.932889628397116,3134.0,88.0,2000.0,47,0,66.0,74.0
07640,4704.0,45.5,134057.0,58185.0,120,2.5510204081632653,3848.0,1.0,800.0,0,0,33.0,22.0
07641,3406.0,43.8,135781.0,56913.0,79,2.3194362889019375,2860.0,48.0,401.0,8,0,80.0,9.0
07642,10293.0,42.8,114097.0,44712.0,657,6.382978723404255,9166.0,112.0,600.0,28,0,119.0,268.0
07643,10723.0,39.7,70520.0,32368.0,766,7.1435232677422364,6493.0,378.0,2995.0,114,0,121.0,622.0
07644,24278.0,36.8,53167.0,26144.0,3362,13.847928165417251,18355.0,2110.0,1696.0,124,0,521.0,1472.0
07645,7910.0,41.8,107662.0,49066.0,522,6.599241466498103,6480.0,17.0,1283.0,11,0,119.0,0.0
07646,16433.0,42.4,75414.0,36434.0,907,5.519381731880971,10819.0,1050.0,3275.0,36,0,372.0,881.0
07647,5176.0,41.6,85306.0,35900.0,415,8.017774343122102,3790.0,65.0,1144.0,0,0,48.0,129.0
07648,5756.0,45.8,92357.0,44510.0,150,2.6059763724808893,3814.0,126.0,1794.0,0,0,22.0,0.0
07649,8036.0,43.8,149871.0,60283.0,39,0.48531607765057244,6961.0,49.0,678.0,0,0,197.0,151.0
07650,19750.0,38.1,60342.0,30338.0,2440,12.354430379746836,7408.0,543.0,10380.0,120,10,463.0,826.0
07652,26454.0,47.3,97395.0,42902.0,1081,4.086338549935737,18830.0,457.0,6116.0,21,0,450.0,580.0
07656,8719.0,43.4,104651.0,48646.0,227,2.6035095767863288,7736.0,192.0,535.0,0,0,139.0,117.0
07657,11112.0,43.4,67500.0,30936.0,608,5.471562275017998,6580.0,76.0,3565.0,0,0,215.0,676.0
07660,12819.0,36.9,62388.0,30765.0,695,5.421639753490912,8413.0,538.0,1371.0,26,0,471.0,2000.0
07661,11398.0,42.8,99556.0,42030.0,160,1.403755044744692,8358.0,153.0,2736.0,0,0,91.0,60.0
07662,5622.0,44.8,71240.0,35443.0,171,3.04162219850587,4583.0,56.0,675.0,0,0,114.0,194.0
07663,13741.0,40.5,76535.0,36507.0,979,7.124663416054145,12386.0,114.0,742.0,46,0,109.0,344.0
07666,39994.0,37.8,93463.0,39950.0,3127,7.818672800920138,20489.0,11089.0,3321.0,44,3,1244.0,3804.0
07670,14664.0,42.8,124591.0,74121.0,620,4.228041462084016,10201.0,82.0,4017.0,60,0,260.0,44.0
07675,26540.0,43.6,101924.0,50115.0,1000,3.7678975131876413,21365.0,979.0,2730.0,0,0,364.0,1102.0
07676,9106.0,47.4,113148.0,54105.0,216,2.3720623764550846,8555.0,23.0,443.0,0,0,42.0,43.0
07677,5768.0,46.0,130302.0,62077.0,141,2.444521497919556,5106.0,184.0,348.0,0,0,80.0,50.0
07701,23778.0,40.4,75012.0,41938.0,2020,8.495247707965346,18685.0,1878.0,515.0,297,0,1015.0,1388.0
07702,3838.0,44.5,114797.0,52585.0,49,1.276706618030224,3655.0,89.0,27.0,16,0,37.0,14.0
07703,387.0,24.5,79712.0,41149.0,28,7.235142118863049,192.0,80.0,103.0,0,0,6.0,6.0
07704,6108.0,42.1,141250.0,65740.0,158,2.5867714472822527,5827.0,129.0,80.0,0,0,72.0,0.0
07711,1364.0,49.0,131447.0,58148.0,39,2.8592375366568916,1310.0,0.0,15.0,0,0,35.0,4.0
07712,39099.0,39.1,53160.0,33777.0,7041,18.008133200337603,23638.0,10312.0,1740.0,261,0,1426.0,1722.0
07716,8901.0,41.2,84428.0,40917.0,429,4.819683181664981,8527.0,115.0,123.0,0,0,136.0,0.0
07717,1941.0,52.2,68856.0,54648.0,119,6.13086038124678,1804.0,1.0,1.0,0,0,100.0,35.0
07718,6143.0,40.5,87398.0,36267.0,419,6.820771609962559,6022.0,0.0,30.0,0,0,82.0,9.0
07719,21769.0,43.3,79312.0,42666.0,1582,7.2672148468004965,20173.0,573.0,341.0,16,0,369.0,297.0
07720,4298.0,42.0,67065.0,40009.0,674,15.681712424383434,3639.0,158.0,173.0,14,15,16.0,283.0
07721,2998.0,37.1,79375.0,32613.0,81,2.7018012008005337,1392.0,1020.0,485.0,0,0,64.0,37.0
07722,10146.0,43.2,136184.0,65627.0,404,3.9818647742952886,9372.0,108.0,483.0,0,0,115.0,68.0
07723,1160.0,47.5,81875.0,53128.0,110,9.482758620689655,1034.0,19.0,0.0,0,0,102.0,5.0
07724,21758.0,41.7,78064.0,39958.0,1335,6.135674234764225,15936.0,2702.0,1783.0,44,1,657.0,635.0
07726,42520.0,41.9,105943.0,44667.0,1415,3.327845719661336,37131.0,1181.0,3233.0,41,12,565.0,357.0
07727,6851.0,42.0,72418.0,43796.0,315,4.597868924244636,5976.0,560.0,177.0,0,0,116.0,22.0
07728,56270.0,40.7,84190.0,37994.0,3408,6.056513239736982,47608.0,2985.0,3492.0,201,0,781.0,1203.0
07730,17374.0,44.1,87430.0,34867.0,603,3.4707033498330837,15728.0,355.0,1001.0,0,0,82.0,208.0
07731,38382.0,37.5,98125.0,35020.0,2277,5.932468344536502,33453.0,1446.0,1955.0,0,0,1111.0,417.0
07732,5112.0,45.1,66903.0,45991.0,764,14.945226917057903,4766.0,101.0,66.0,32,0,0.0,147.0
07733,16583.0,45.7,125149.0,64998.0,500,3.015135982632817,13073.0,284.0,2890.0,0,0,173.0,163.0
07734,13217.0,39.2,50113.0,26041.0,1997,15.109328894605433,11422.0,615.0,212.0,0,0,437.0,531.0
07735,19800.0,39.3,67832.0,29745.0,1001,5.055555555555555,16562.0,1247.0,718.0,31,0,449.0,793.0
07737,3966.0,43.5,77996.0,37007.0,246,6.202723146747353,3828.0,32.0,58.0,0,0,48.0,0.0
07738,6363.0,44.5,127870.0,52018.0,273,4.29042904290429,5836.0,93.0,357.0,0,19,43.0,15.0
07739,5939.0,43.1,134406.0,63455.0,252,4.243138575517764,5786.0,0.0,80.0,0,0,73.0,0.0
07740,30879.0,35.0,49482.0,29145.0,4851,15.709705625182163,21419.0,4470.0,671.0,181,0,1912.0,2226.0
07746,19724.0,42.5,140759.0,54008.0,399,2.0229162441695396,15826.0,331.0,3225.0,6,0,261.0,75.0
07747,30332.0,41.4,94328.0,42652.0,1471,4.849663721482263,23721.0,1697.0,3463.0,0,6,1060.0,385.0
07748,27398.0,42.8,109097.0,47651.0,1148,4.190086867654573,25879.0,105.0,960.0,0,0,253.0,201.0
07750,3280.0,49.5,83589.0,67365.0,204,6.219512195121951,3133.0,0.0,30.0,0,0,51.0,66.0
07751,19014.0,40.9,138025.0,53813.0,96,0.5048911328494793,14292.0,380.0,3693.0,20,0,451.0,178.0
07753,37041.0,44.1,61067.0,32416.0,3530,9.529980292108744,22048.0,12184.0,887.0,162,16,997.0,747.0
07755,6618.0,40.7,88678.0,38428.0,805,12.163795708673316,6057.0,23.0,230.0,20,0,135.0,153.0
07756,3242.0,49.4,58013.0,43119.0,137,4.225786551511413,3060.0,81.0,51.0,0,0,50.0,0.0
07757,5575.0,45.0,94861.0,48174.0,228,4.089686098654709,5378.0,76.0,54.0,0,0,31.0,36.0
07758,5631.0,41.2,91298.0,36013.0,237,4.20884389984017,5415.0,34.0,73.0,0,0,41.0,68.0
07760,9141.0,43.9,126050.0,76678.0,481,5.262006345038836,8817.0,87.0,37.0,0,0,152.0,48.0
07762,8401.0,51.0,73986.0,52620.0,527,6.273062730627307,8196.0,127.0,9.0,23,0,46.0,0.0
07764,8317.0,39.2,85417.0,34071.0,534,6.420584345316821,7817.0,123.0,176.0,0,0,67.0,134.0
07801,26118.0,35.0,62992.0,25642.0,1938,7.420169997702733,14038.0,1235.0,844.0,332,0,1437.0,8232.0
07803,3663.0,39.4,91979.0,37709.0,112,3.0576030576030577,2975.0,173.0,285.0,0,0,69.0,161.0
07820,0.0,-666666666.0,-666666666.0,-666666666.0,0,,0.0,0.0,0.0,0,0,0.0,0.0
07821,9590.0,43.1,105506.0,44494.0,256,2.6694473409801875,9190.0,31.0,103.0,53,0,81.0,132.0
07822,808.0,43.6,100718.0,41315.0,50,6.188118811881188,702.0,39.0,45.0,0,0,22.0,0.0
07823,7546.0,50.6,52706.0,31299.0,460,6.0959448714550755,7143.0,131.0,53.0,25,0,156.0,38.0
07825,9641.0,46.2,87724.0,38306.0,322,3.339902499740691,9333.0,62.0,54.0,0,0,146.0,46.0
07826,6385.0,46.9,87835.0,38332.0,260,4.072043852779953,6265.0,19.0,32.0,5,0,64.0,0.0
07827,4297.0,45.1,62045.0,28963.0,578,13.451245054689318,4078.0,29.0,21.0,0,13,155.0,1.0
07828,14184.0,38.1,75631.0,37734.0,935,6.591934574168077,11975.0,1019.0,650.0,0,70,239.0,231.0
07830,6480.0,43.3,133750.0,55895.0,54,0.8333333333333334,6249.0,32.0,116.0,6,12,25.0,40.0
07832,3718.0,48.1,84079.0,40128.0,161,4.330285099515868,3532.0,9.0,75.0,32,0,70.0,0.0
07833,80.0,44.5,139375.0,51178.0,0,0.0,78.0,2.0,0.0,0,0,0.0,0.0
07834,17742.0,44.2,105597.0,51155.0,332,1.8712659226693722,15327.0,588.0,1328.0,19,0,259.0,221.0
07836,13390.0,40.2,100529.0,43045.0,539,4.025392083644511,11475.0,416.0,885.0,0,0,218.0,396.0
07838,3907.0,35.8,85313.0,32595.0,154,3.941643204504735,3546.0,45.0,165.0,0,0,22.0,129.0
07840,29527.0,39.4,74980.0,36496.0,1983,6.715887154130118,24962.0,934.0,1751.0,23,0,563.0,1294.0
07842,116.0,35.0,160644.0,56801.0,0,0.0,116.0,0.0,0.0,0,0,0.0,0.0
07843,12241.0,40.1,85400.0,37372.0,674,5.506086104076465,11135.0,352.0,256.0,0,0,130.0,368.0
07846,93.0,31.3,74643.0,38347.0,0,0.0,55.0,0.0,0.0,0,0,8.0,30.0
